city,brand_name,car_name,car_type,class,price_per_day,doors,luggage,passengers,transmission,ac,theft_protection,clean_interior,clean_exterior,image
Gujrat ,Honda,BR-V,i-VTEC S,Comercial,"Rs 6,500",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/6430/original/Honda_BRV_Front.jpg?1652159445
Gujrat ,Honda,Civic,Oriel 1.8 i-VTEC CVT,Standard,"Rs 7,000",4,2,4,Auto,Yes,Yes,Yes,Yes,https://cache3.pakwheels.com/system/car_generation_pictures/6000/original/Civic_10th_Gen_-_PNG.png?1635418859
Gujrat ,Toyota,Hiace,Grand Cabin,Comercial,"Rs 7,000",1,4,10,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/3021/original/Toyota-Hiace-2004.jpg?1444118942
Gujrat ,Honda,BR-V,i-VTEC S,Comercial,"Rs 7,000",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/6430/original/Honda_BRV_Front.jpg?1652159445
Gujrat ,Toyota,Fortuner,2.7 VVTi,Luxury,"Rs 15,000",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache3.pakwheels.com/system/car_generation_pictures/4407/original/Toyota_Fortuner_2017.jpg?1484662014
Gujrat ,Toyota,Prado,TX 2.7,Luxury,"Rs 15,000",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5245/original/prado.jpg?1595594818
Gujrat ,Toyota,Fortuner,2.7 VVTi,Luxury,"Rs 18,000",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache3.pakwheels.com/system/car_generation_pictures/4407/original/Toyota_Fortuner_2017.jpg?1484662014
Gujrat ,Toyota,Prado,TX 2.7,Luxury,"Rs 18,000",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5245/original/prado.jpg?1595594818
Gujrat ,Toyota,Fortuner,2.7 VVTi,Luxury,"Rs 20,000",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache3.pakwheels.com/system/car_generation_pictures/4407/original/Toyota_Fortuner_2017.jpg?1484662014
Gujrat ,Toyota,Prado,TX 2.7,Luxury,"Rs 20,000",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5245/original/prado.jpg?1595594818
Gujrat ,Toyota,Land Cruiser,ZX,Luxury,"Rs 28,000",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/6007/original/Land_Cruiser_200_-_PNG.png?1635484349
Sadiqabad,Suzuki,Alto,VXR,Economy,"Rs 3,200",4,1,4,Auto,Yes,Yes,Yes,Yes,https://cache4.pakwheels.com/system/car_generation_pictures/6013/original/Suzuki_Alto_-_PNG.png?1635945100
Sadiqabad,Toyota,Corolla,GLi Automatic 1.3 VVTi,Standard,"Rs 4,600",4,2,4,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5361/original/Corolla-X-Cars-Cropped-Pictures-for-Website.jpg?1606903674
Swat,Toyota,Corolla Fielder,X,Standard,"Rs 4,500",4,4,4,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/2903/original/Toyota_Corolla_Fielder_11th.jpg?1444112897
Swat,Toyota,Corolla,G,Standard,"Rs 4,500",4,2,4,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/2967/original/Toyota-Corolla-2000.jpg?1444116663
Swat,Toyota,Voxy,2.0 CVT,Comercial,"Rs 6,000",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/6691/original/spec_44f0dc9d-f675-47fc-a641-c7688429256b_640_0.jpg?1661426066
Mardan,Toyota,Corolla,Altis Sportivo Automatic 1.6,Standard,"Rs 4,600",4,2,4,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5361/original/Corolla-X-Cars-Cropped-Pictures-for-Website.jpg?1606903674
Mansehra,Toyota,Corolla,Gli 1.3 VVTi Ecotec,Standard,"Rs 4,600",4,2,4,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5361/original/Corolla-X-Cars-Cropped-Pictures-for-Website.jpg?1606903674
Mansehra,Toyota,Corolla,GLi 1.3 VVTi Special Edition,Standard,"Rs 5,000",4,2,4,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5361/original/Corolla-X-Cars-Cropped-Pictures-for-Website.jpg?1606903674
Muzaffarabad,Toyota,Corolla,GLi 1.3 VVTi Special Edition,Standard,"Rs 4,600",4,2,4,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5361/original/Corolla-X-Cars-Cropped-Pictures-for-Website.jpg?1606903674
Muzaffarabad,Toyota,Prado,TZ 3.0D,Luxury,"Rs 7,500",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5245/original/prado.jpg?1595594818
Hyderabad,Toyota,Corolla,GLi 1.3 VVTi Special Edition,Standard,"Rs 4,600",4,2,4,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5361/original/Corolla-X-Cars-Cropped-Pictures-for-Website.jpg?1606903674
Hyderabad,Toyota,Hiace,Grand Cabin,Comercial,"Rs 8,500",4,4,10,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/3021/original/Toyota-Hiace-2004.jpg?1444118942
Hyderabad,Toyota,Prado,TX 2.7,Luxury,"Rs 16,000",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5245/original/prado.jpg?1595594818
Hyderabad,Toyota,Land Cruiser,ZX,Luxury,"Rs 26,000",4,4,7,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/6007/original/Land_Cruiser_200_-_PNG.png?1635484349
Sukkur,Toyota,Corolla,GLi 1.3 VVTi Special Edition,Standard,"Rs 4,600",4,2,4,Auto,Yes,Yes,Yes,Yes,https://cache1.pakwheels.com/system/car_generation_pictures/5361/original/Corolla-X-Cars-Cropped-Pictures-for-Website.jpg?1606903674
