date,name,departure_time,price,cruise,starting,ending
2024-09-13,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,Lahore Thokar,Rawalpindi
2024-09-13,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore Kalma Chowk,Rawalpindi
2024-09-13,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore Thokar,Rawalpindi
2024-09-13,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,Lahore Kalma Chowk,Rawalpindi
2024-09-13,Skyways Executive Class,9:30 AM,2793.4294871794873,Executive Class,Lahore,Islamabad
2024-09-13,QConnect Business Class,9:30 AM,2793.4294871794873,Business Class,Lahore,Islamabad
2024-09-13,Wahab Movers Luxury 49,9:30 AM,2793.4294871794873,Luxury 49,Lahore,Rawalpindi
2024-09-13,Niazi Coach Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore,Rawalpindi
2024-09-13,Faisal Express 34 Seater,9:30 AM,2793.4294871794873,34 Seater,Lahore,Rawalpindi
2024-09-14,Road Master Bus President Cruise,9:30 AM,2680.0,President Cruise,Lahore,Rawalpindi (Pirwadhai)
2024-09-14,Road Master Bus President Cruise,9:30 AM,2680.0,President Cruise,Lahore,Rawalpindi (26 No. ISB)
2024-09-14,Road Master Bus Premium Cruise,9:30 AM,1990.0,Premium Cruise,Lahore,Rawalpindi (26 No. ISB)
2024-09-14,Road Master Bus Premium Cruise,9:30 AM,1990.0,Premium Cruise,Lahore,Islamabad (FZB)
2024-09-14,FM Bilal Travel Luxury,9:30 AM,1700.0,Luxury,Lahore,Rawalpindi Faizabad
2024-09-14,FM Bilal Travel Luxury,9:30 AM,1700.0,Luxury,Lahore,Rawalpindi 26 No
2024-09-14,FM Bilal Travel Luxury,9:30 AM,1700.0,Luxury,Lahore,Rawalpindi Kohistan Exp
2024-09-14,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,Lahore Thokar,Rawalpindi
2024-09-14,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore Kalma Chowk,Rawalpindi
2024-09-14,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore Thokar,Rawalpindi
2024-09-14,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,Lahore Kalma Chowk,Rawalpindi
2024-09-14,Skyways Executive Class,9:30 AM,2793.4294871794873,Executive Class,Lahore,Islamabad
2024-09-14,QConnect Business Class,9:30 AM,2793.4294871794873,Business Class,Lahore,Islamabad
2024-09-14,Wahab Movers Luxury 49,9:30 AM,2793.4294871794873,Luxury 49,Lahore,Rawalpindi
2024-09-14,Niazi Coach Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore,Rawalpindi
2024-09-14,Faisal Express 34 Seater,9:30 AM,2793.4294871794873,34 Seater,Lahore,Rawalpindi
2024-09-15,Road Master Bus President Cruise,9:30 AM,2680.0,President Cruise,Lahore,Rawalpindi (Pirwadhai)
2024-09-15,Road Master Bus President Cruise,9:30 AM,2680.0,President Cruise,Lahore,Rawalpindi (26 No. ISB)
2024-09-15,Road Master Bus Premium Cruise,9:30 AM,1990.0,Premium Cruise,Lahore,Rawalpindi (26 No. ISB)
2024-09-15,Road Master Bus Premium Cruise,9:30 AM,1990.0,Premium Cruise,Lahore,Islamabad (FZB)
2024-09-15,FM Bilal Travel Luxury,9:30 AM,1700.0,Luxury,Lahore,Rawalpindi Faizabad
2024-09-15,FM Bilal Travel Luxury,9:30 AM,1700.0,Luxury,Lahore,Rawalpindi 26 No
2024-09-15,FM Bilal Travel Luxury,9:30 AM,1700.0,Luxury,Lahore,Rawalpindi Kohistan Exp
2024-09-15,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,Lahore Thokar,Rawalpindi
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore Kalma Chowk,Rawalpindi
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore Thokar,Rawalpindi
2024-09-15,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,Lahore Kalma Chowk,Rawalpindi
2024-09-15,Skyways Executive Class,9:30 AM,2793.4294871794873,Executive Class,Lahore,Islamabad
2024-09-15,QConnect Business Class,9:30 AM,2793.4294871794873,Business Class,Lahore,Islamabad
2024-09-15,Wahab Movers Luxury 49,9:30 AM,2793.4294871794873,Luxury 49,Lahore,Rawalpindi
2024-09-15,Niazi Coach Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore,Rawalpindi
2024-09-15,Faisal Express 34 Seater,9:30 AM,2793.4294871794873,34 Seater,Lahore,Rawalpindi
2024-09-16,Road Master Bus President Cruise,9:30 AM,2680.0,President Cruise,Lahore,Rawalpindi (Pirwadhai)
2024-09-16,Road Master Bus President Cruise,9:30 AM,2680.0,President Cruise,Lahore,Rawalpindi (26 No. ISB)
2024-09-16,Road Master Bus Premium Cruise,9:30 AM,1990.0,Premium Cruise,Lahore,Rawalpindi (26 No. ISB)
2024-09-16,Road Master Bus Premium Cruise,9:30 AM,1990.0,Premium Cruise,Lahore,Islamabad (FZB)
2024-09-16,FM Bilal Travel Luxury,9:30 AM,1700.0,Luxury,Lahore,Rawalpindi Faizabad
2024-09-16,FM Bilal Travel Luxury,9:30 AM,1700.0,Luxury,Lahore,Rawalpindi 26 No
2024-09-16,FM Bilal Travel Luxury,9:30 AM,1700.0,Luxury,Lahore,Rawalpindi Kohistan Exp
2024-09-16,Skyways Executive Class,9:30 AM,2793.4294871794873,Executive Class,Lahore,Islamabad
2024-09-16,QConnect Business Class,9:30 AM,2793.4294871794873,Business Class,Lahore,Islamabad
