date,name,departure_time,price,cruise,starting,ending
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,KARACHI BAHRIA TOWN,Rawalpindi
2024-09-15,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,Karachi,Rawalpindi
2024-09-15,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,Karachi,Rawalpindi
2024-09-15,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,KARACHI BAHRIA TOWN,Rawalpindi
2024-09-15,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Karachi,Rawalpindi
2024-09-15,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Karachi,Rawalpindi
2024-09-15,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Karachi,Rawalpindi
2024-09-15,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Karachi,Rawalpindi
2024-09-15,Warraich Express Executive,9:30 AM,2793.4294871794873,Executive,Karachi,Rawalpindi
2024-09-15,Warraich Express Executive Plus,9:30 AM,2793.4294871794873,Executive Plus,Karachi,Rawalpindi
2024-09-17,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Karachi,Rawalpindi
2024-09-17,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Karachi,Rawalpindi
2024-09-17,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Karachi,Rawalpindi
2024-09-17,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Karachi,Rawalpindi
2024-09-17,Warraich Express Executive,9:30 AM,2793.4294871794873,Executive,Karachi,Rawalpindi
2024-09-17,Warraich Express Executive Plus,9:30 AM,2793.4294871794873,Executive Plus,Karachi,Rawalpindi
2024-09-18,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Karachi,Rawalpindi
2024-09-18,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Karachi,Rawalpindi
2024-09-18,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Karachi,Rawalpindi
2024-09-18,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Karachi,Rawalpindi
2024-09-18,Warraich Express Executive,9:30 AM,2793.4294871794873,Executive,Karachi,Rawalpindi
2024-09-18,Warraich Express Executive Plus,9:30 AM,2793.4294871794873,Executive Plus,Karachi,Rawalpindi
2024-09-19,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Karachi,Rawalpindi
2024-09-19,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Karachi,Rawalpindi
2024-09-19,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Karachi,Rawalpindi
2024-09-19,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Karachi,Rawalpindi
2024-09-19,Warraich Express Executive,9:30 AM,2793.4294871794873,Executive,Karachi,Rawalpindi
2024-09-19,Warraich Express Executive Plus,9:30 AM,2793.4294871794873,Executive Plus,Karachi,Rawalpindi
2024-09-16,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Karachi,Rawalpindi
2024-09-16,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Karachi,Rawalpindi
2024-09-16,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Karachi,Rawalpindi
2024-09-16,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Karachi,Rawalpindi
2024-09-16,Warraich Express Executive,9:30 AM,2793.4294871794873,Executive,Karachi,Rawalpindi
2024-09-16,Warraich Express Executive Plus,9:30 AM,2793.4294871794873,Executive Plus,Karachi,Rawalpindi
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Rawalpindi,Karachi
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-12,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,Rawalpindi,Karachi
2024-09-12,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-12,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-12,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,Rawalpindi,Karachi
2024-09-12,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Rawalpindi,Karachi
2024-09-12,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Rawalpindi,Karachi
2024-09-12,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Rawalpindi,Karachi
2024-09-12,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Rawalpindi,Karachi
2024-09-12,MG Transport 42 Seater,9:30 AM,2793.4294871794873,42 Seater,Rawalpindi,Karachi
2024-09-13,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Rawalpindi,Karachi
2024-09-13,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-13,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-13,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,Rawalpindi,Karachi
2024-09-13,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-13,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,Rawalpindi,Karachi
2024-09-13,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Rawalpindi,Karachi
2024-09-13,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Rawalpindi,Karachi
2024-09-13,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Rawalpindi,Karachi
2024-09-13,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Rawalpindi,Karachi
2024-09-13,MG Transport 42 Seater,9:30 AM,2793.4294871794873,42 Seater,Rawalpindi,Karachi
2024-09-14,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Rawalpindi,Karachi
2024-09-14,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-14,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-14,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,Rawalpindi,Karachi
2024-09-14,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-14,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,Rawalpindi,Karachi
2024-09-14,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Rawalpindi,Karachi
2024-09-14,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Rawalpindi,Karachi
2024-09-14,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Rawalpindi,Karachi
2024-09-14,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Rawalpindi,Karachi
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Rawalpindi,Karachi
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-15,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-15,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,Rawalpindi,Karachi
2024-09-15,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,"Rawalpindi (Faizabad, Isb)",Karachi
2024-09-15,Daewoo Express Gold Class,9:30 AM,2793.4294871794873,Gold Class,Rawalpindi,Karachi
2024-09-15,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Rawalpindi,Karachi
2024-09-15,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Rawalpindi,Karachi
2024-09-15,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Rawalpindi,Karachi
2024-09-15,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Rawalpindi,Karachi
2024-09-16,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Rawalpindi,Karachi
2024-09-16,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Rawalpindi,Karachi
2024-09-16,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Rawalpindi,Karachi
2024-09-16,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Rawalpindi,Karachi
2024-09-17,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Rawalpindi,Karachi
2024-09-17,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Rawalpindi,Karachi
2024-09-17,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Rawalpindi,Karachi
2024-09-17,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Rawalpindi,Karachi
2024-09-18,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Rawalpindi,Karachi
2024-09-18,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Rawalpindi,Karachi
2024-09-18,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Rawalpindi,Karachi
2024-09-18,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Rawalpindi,Karachi
2024-09-19,Kainat Travels Executive Class,9:30 AM,6200.0,Executive Class,Rawalpindi,Karachi
2024-09-19,Kainat Travels Business Plus,9:30 AM,6200.0,Business Plus,Rawalpindi,Karachi
2024-09-19,Kainat Travels Sleeper Class,9:30 AM,9500.0,Sleeper Class,Rawalpindi,Karachi
2024-09-19,Adil Express Luxury 49,9:30 AM,6750.0,Luxury 49,Rawalpindi,Karachi
2024-09-12,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Gilgit,Rawalpindi
2024-09-12,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Gilgit,Rawalpindi
2024-09-13,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Gilgit
2024-09-13,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Gilgit
2024-09-13,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Rawalpindi,Gilgit
2024-09-13,Mashabrum Tours MT 40 Seater,9:30 AM,2793.4294871794873,MT 40 Seater,Rawalpindi,Gilgit
2024-09-12,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Gilgit
2024-09-12,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Gilgit
2024-09-12,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Rawalpindi,Gilgit
2024-09-12,Mashabrum Tours MT 40 Seater,9:30 AM,2793.4294871794873,MT 40 Seater,Rawalpindi,Gilgit
2024-09-14,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Gilgit
2024-09-14,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Gilgit
2024-09-14,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Rawalpindi,Gilgit
2024-09-14,Mashabrum Tours MT 40 Seater,9:30 AM,2793.4294871794873,MT 40 Seater,Rawalpindi,Gilgit
2024-09-15,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Gilgit
2024-09-15,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Gilgit
2024-09-15,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Rawalpindi,Gilgit
2024-09-15,Mashabrum Tours MT 40 Seater,9:30 AM,2793.4294871794873,MT 40 Seater,Rawalpindi,Gilgit
2024-09-16,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Gilgit
2024-09-16,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Gilgit
2024-09-16,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Rawalpindi,Gilgit
2024-09-16,Mashabrum Tours MT 40 Seater,9:30 AM,2793.4294871794873,MT 40 Seater,Rawalpindi,Gilgit
2024-09-17,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Gilgit
2024-09-17,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Gilgit
2024-09-17,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Rawalpindi,Gilgit
2024-09-17,Mashabrum Tours MT 40 Seater,9:30 AM,2793.4294871794873,MT 40 Seater,Rawalpindi,Gilgit
2024-09-18,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Gilgit
2024-09-18,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Gilgit
2024-09-18,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Rawalpindi,Gilgit
2024-09-18,Mashabrum Tours MT 40 Seater,9:30 AM,2793.4294871794873,MT 40 Seater,Rawalpindi,Gilgit
2024-09-19,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Gilgit
2024-09-19,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Gilgit
2024-09-19,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Rawalpindi,Gilgit
2024-09-19,Mashabrum Tours MT 40 Seater,9:30 AM,2793.4294871794873,MT 40 Seater,Rawalpindi,Gilgit
2024-09-13,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Gilgit,Rawalpindi
2024-09-13,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Gilgit,Rawalpindi
2024-09-14,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Gilgit,Rawalpindi
2024-09-14,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Gilgit,Rawalpindi
2024-09-15,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Gilgit,Rawalpindi
2024-09-15,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Gilgit,Rawalpindi
2024-09-16,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Gilgit,Rawalpindi
2024-09-16,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Gilgit,Rawalpindi
2024-09-17,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Gilgit,Rawalpindi
2024-09-17,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Gilgit,Rawalpindi
2024-09-18,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Gilgit,Rawalpindi
2024-09-18,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Gilgit,Rawalpindi
2024-09-19,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Gilgit,Rawalpindi
2024-09-19,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Gilgit,Rawalpindi
2024-09-12,Natco Daewoo Natco,9:30 AM,2793.4294871794873,Daewoo Natco,Gilgit,Rawalpindi
2024-09-12,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Gilgit,Rawalpindi
2024-09-12,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Hunza,Rawalpindi
2024-09-13,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Hunza,Rawalpindi
2024-09-14,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Hunza,Rawalpindi
2024-09-15,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Hunza,Rawalpindi
2024-09-16,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Hunza,Rawalpindi
2024-09-17,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Hunza,Rawalpindi
2024-09-18,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Hunza,Rawalpindi
2024-09-19,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Hunza,Rawalpindi
2024-09-12,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Hunza
2024-09-13,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Hunza
2024-09-14,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Hunza
2024-09-15,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Hunza
2024-09-17,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Hunza
2024-09-17,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Hunza
2024-09-18,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Hunza
2024-09-18,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Hunza
2024-09-19,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Hunza
2024-09-19,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Hunza
2024-09-16,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Hunza
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore Thokar,Karachi
2024-09-12,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,Lahore Thokar,Karachi
2024-09-14,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore Thokar,Karachi
2024-09-14,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,Lahore Thokar,Karachi
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Lahore Thokar,Karachi
2024-09-15,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,Lahore Thokar,Karachi
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,KARACHI BANARAS,LAHORE THOKAR
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,KARACHI AL-ASIF,LAHORE THOKAR
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Karachi,Lahore Thokar
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,KARACHI BAHRIA TOWN,LAHORE THOKAR
2024-09-12,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,Karachi,Lahore Thokar
2024-09-12,Manthar Coach Luxury,9:30 AM,2793.4294871794873,Luxury,Karachi,Lahore
2024-09-13,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,KARACHI BANARAS,LAHORE THOKAR
2024-09-13,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,KARACHI AL-ASIF,LAHORE THOKAR
2024-09-13,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Karachi,Lahore Thokar
2024-09-13,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,KARACHI BAHRIA TOWN,LAHORE THOKAR
2024-09-13,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,Karachi,Lahore Thokar
2024-09-13,Manthar Coach Luxury,9:30 AM,2793.4294871794873,Luxury,Karachi,Lahore
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Karachi,Lahore Thokar
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,KARACHI BAHRIA TOWN,LAHORE THOKAR
2024-09-15,Daewoo Express Sleeper,9:30 AM,2793.4294871794873,Sleeper,Karachi,Lahore Thokar
2024-09-15,Manthar Coach Luxury,9:30 AM,2793.4294871794873,Luxury,Karachi,Lahore
2024-09-16,Manthar Coach Luxury,9:30 AM,2793.4294871794873,Luxury,Karachi,Lahore
2024-09-17,Manthar Coach Luxury,9:30 AM,2793.4294871794873,Luxury,Karachi,Lahore
2024-09-18,Manthar Coach Luxury,9:30 AM,2793.4294871794873,Luxury,Karachi,Lahore
2024-09-19,Manthar Coach Luxury,9:30 AM,2793.4294871794873,Luxury,Karachi,Lahore
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Abbottabad,Rawalpindi
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,ABBOTABAD (FAWARA CHOWK),Rawalpindi
2024-09-13,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Abbottabad,Rawalpindi
2024-09-13,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,ABBOTABAD (FAWARA CHOWK),Rawalpindi
2024-09-14,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Abbottabad,Rawalpindi
2024-09-14,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,ABBOTABAD (FAWARA CHOWK),Rawalpindi
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Abbottabad,Rawalpindi
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,ABBOTABAD (FAWARA CHOWK),Rawalpindi
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,"Rawalpindi (Faizabad, ISB)",Abbottabad (Fawara Chowk)
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,"Rawalpindi (Faizabad, ISB)",Abbottabad
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Rawalpindi,Abbottabad (Fawara Chowk)
2024-09-12,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Rawalpindi,Abbottabad
2024-09-14,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,"Rawalpindi (Faizabad, ISB)",Abbottabad (Fawara Chowk)
2024-09-14,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,"Rawalpindi (Faizabad, ISB)",Abbottabad
2024-09-14,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Rawalpindi,Abbottabad (Fawara Chowk)
2024-09-14,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Rawalpindi,Abbottabad
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,"Rawalpindi (Faizabad, ISB)",Abbottabad (Fawara Chowk)
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,"Rawalpindi (Faizabad, ISB)",Abbottabad
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Rawalpindi,Abbottabad (Fawara Chowk)
2024-09-15,Daewoo Express Luxury,9:30 AM,2793.4294871794873,Luxury,Rawalpindi,Abbottabad
2024-09-12,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Skardu,Rawalpindi
2024-09-14,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Skardu,Rawalpindi
2024-09-16,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Skardu,Rawalpindi
2024-09-18,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Skardu,Rawalpindi
2024-09-12,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Skardu
2024-09-13,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Skardu
2024-09-15,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Skardu
2024-09-15,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Skardu
2024-09-16,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Skardu
2024-09-16,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Skardu
2024-09-18,Natco Hino Natco,9:30 AM,2793.4294871794873,Hino Natco,Rawalpindi,Skardu
2024-09-18,Natco Youtong Natco,9:30 AM,2793.4294871794873,Youtong Natco,Rawalpindi,Skardu
2024-09-12,AK Movers 44 Luxury,9:30 AM,2000.0,44 Luxury,Quetta,Karachi
2024-09-12,Al-Yousaf Transport Luxury,9:30 AM,3500.0,Luxury,Quetta,Karachi
2024-09-12,Al Moqadar Transport Luxury,9:30 AM,4000.0,Luxury,Quetta,Karachi
2024-09-12,Al-Yousaf Transport Business,9:30 AM,3000.0,Business,Quetta,Karachi
2024-09-12,Al Moqadar Transport Sleeper,9:30 AM,5000.0,Sleeper,Quetta,Karachi
2024-09-12,Super Abaseen Daewoo 36 Seater,9:30 AM,2793.4294871794873,36 Seater,Quetta,Karachi
2024-09-12,Super Abaseen Daewoo 24 Seater,9:30 AM,2793.4294871794873,24 Seater,Quetta,Karachi
2024-09-12,Super Abaseen Daewoo 26 Seater,9:30 AM,2793.4294871794873,26 Seater,Quetta,Karachi
2024-09-12,Al Imdad Service Business Class 28 Seater,9:30 AM,2793.4294871794873,Business Class 28 Seater,Quetta,Karachi
2024-09-12,Al Nisar Road Bullet Service Luxury,9:30 AM,2793.4294871794873,Luxury,Quetta,Karachi
2024-09-12,Al Nisar Road Bullet Service 30 Seater,9:30 AM,2793.4294871794873,30 Seater,Quetta,Karachi
2024-09-12,Sada Bahar Daewoo Services Luxury,9:30 AM,2793.4294871794873,Luxury,Quetta,Karachi
2024-09-12,Sada Bahar Daewoo Services Business Class,9:30 AM,2793.4294871794873,Business Class,Quetta,Karachi
2024-09-12,New Shandaar 26 Seater,9:30 AM,2793.4294871794873,26 Seater,Quetta,Karachi
2024-09-12,Abdali Movers Sleeper Service Sleeper,9:30 AM,2793.4294871794873,Sleeper,Quetta,Karachi
2024-09-12,Al Imdad Service Luxury,9:30 AM,2793.4294871794873,Luxury,Quetta,Karachi
2024-09-12,Al Daulat Service Luxury,9:30 AM,2793.4294871794873,Luxury,Quetta,Karachi
2024-09-12,New Shandaar 32 Seater,9:30 AM,2793.4294871794873,32 Seater,Quetta,Karachi
2024-09-12,New Shandaar 25 Seater,9:30 AM,2793.4294871794873,25 Seater,Quetta,Karachi
2024-09-12,New Shandaar 32 Seater Bullet,9:30 AM,2793.4294871794873,32 Seater Bullet,Quetta,Karachi
2024-09-12,Abdali Movers Sleeper Service Luxury,9:30 AM,2793.4294871794873,Luxury,Quetta,Karachi
2024-09-13,AK Movers 44 Luxury,9:30 AM,2000.0,44 Luxury,Quetta,Karachi
2024-09-13,Al-Yousaf Transport Luxury,9:30 AM,3500.0,Luxury,Quetta,Karachi
2024-09-13,Al Moqadar Transport Luxury,9:30 AM,4000.0,Luxury,Quetta,Karachi
2024-09-13,Al-Yousaf Transport Business,9:30 AM,3000.0,Business,Quetta,Karachi
2024-09-13,Al Moqadar Transport Sleeper,9:30 AM,5000.0,Sleeper,Quetta,Karachi
2024-09-13,Super Abaseen Daewoo 36 Seater,9:30 AM,2793.4294871794873,36 Seater,Quetta,Karachi
2024-09-13,Super Abaseen Daewoo 24 Seater,9:30 AM,2793.4294871794873,24 Seater,Quetta,Karachi
2024-09-13,Super Abaseen Daewoo 26 Seater,9:30 AM,2793.4294871794873,26 Seater,Quetta,Karachi
2024-09-13,Al Imdad Service Business Class 28 Seater,9:30 AM,2793.4294871794873,Business Class 28 Seater,Quetta,Karachi
