name,rating,category
Al Khaleej Hotel,3.841121495327103,Restaurants
Karachi Nights Restaurant,3.994708994708995,Restaurants
Haji Noor Seth Resturant,3.85823754789272,Restaurants
Damba Goth,4.202925045703839,Restaurants
Lakhpati Roll point,3.874739039665971,Restaurants
Waja Sahab,4.060885608856089,Restaurants
Al Madina Restaurnt,4.164319248826291,Restaurants
Paya shop,4.080459770114943,Restaurants
Quetta Allah Wala Restaurant,3.463815789473684,Restaurants
Karachi Restaurant,4.067750677506775,Restaurants
Patni Foods Point,4.290617848970252,Restaurants
Mehak Fast Food Kharadar,3.994100294985251,Restaurants
Rehan Shikra Haleem Biryani Pan Mandi,3.884078212290503,Restaurants
Cafe Subhanallah Restaurant,3.9792843691148776,Restaurants
Charming Snacks Bar,4.004237288135593,Restaurants
Howdy Pizza 5 Star,3.6806083650190113,Restaurants
As. com,3.846645367412141,Restaurants
Fine Dine,4.002061855670103,Restaurants
Sadabahar Restaurant,3.91183294663573,Restaurants
Lal sahab restaurant,4.148221343873518,Restaurants
Qalandri Fish Point,4.090579710144928,Restaurants
Al Faisal Restaurant,4.053221288515406,Restaurants
Gharib Nawaz Restaurant,4.250996015936255,Restaurants
Majeed Nafees BBQ,4.008849557522124,Restaurants
Food Corner,3.847682119205298,Restaurants
Haji Salahuddin Kitchen,3.807926829268293,Restaurants
CANTTUCK Restaurant,3.4247491638795986,Restaurants
Abdul Majid BBQ @ Shanu,3.801136363636364,Restaurants
SALT CAFE,3.9661016949152543,Restaurants
Golimar,4.306049822064057,Restaurants
Nawaz Fish Fry Restaurant,3.891117478510029,Restaurants
Karachi Broast - Tariq Road,3.5892857142857144,Restaurants
Chapli Kabab House,3.7507163323782233,Restaurants
The Grand BBQ Restaurant,4.138263665594855,Restaurants
Kharadar food street,3.8579881656804735,Restaurants
Rewali katakat & B B Q,3.882022471910112,Restaurants
Ghiza Restaurant,4.087866108786611,Restaurants
Jama Restaurant,4.224358974358975,Restaurants
zam zama restaurant,3.732323232323232,Restaurants
Restaurant,4.261484098939929,Restaurants
Khawoo the food world,3.9442379182156135,Restaurants
HASEEB,3.937956204379562,Restaurants
"Peshawari Shinwari Restaurant, Tariq Road, Karachi",3.824074074074074,Restaurants
Mahraj Karamchand Vegetarian Food Inn,4.163934426229508,Restaurants
Mamu Chana Pulao,4.084337349397591,Restaurants
Bohra Food Street,3.9704433497536944,Restaurants
Spicy Khan Restaurant,3.9565217391304346,Restaurants
Hot n Spicy,3.950704225352113,Restaurants
Do Darya,4.040697674418604,Restaurants
Cafe new millat restaurant,3.967032967032967,Restaurants
Cafe Al Hassan Restaurant,4.193430656934306,Restaurants
Café Frontier,3.827586206896552,Restaurants
Daulat Haqqani VIP Restaurant,3.9791666666666665,Restaurants
Shinwari Green Restaurant,3.7364864864864864,Restaurants
Subhan Allah Restaurant,4.351851851851852,Restaurants
Karachi Muslim Restaurant,4.261780104712042,Restaurants
Super Shinwari Spin Ghar Restaurant,3.652719665271967,Restaurants
Cafe Victory,4.210653753026635,Restaurants
Cafe Momin,4.070381231671554,Restaurants
Allah Wala Restaurant,3.5225225225225225,Restaurants
Caffé Praha,3.719298245614035,Restaurants
REHMAN BIRYANI karachi ki mashoor BurnsRoad,3.797909407665505,Restaurants
Balochi Sajji & Koyla Karahi,3.868556701030928,Restaurants
Wang Wang,3.670833333333333,Restaurants
Chaupal,4.016528925619835,Restaurants
Horror Cafe,3.7875,Restaurants
Mirchi,4.034334763948498,Restaurants
Cafe Laziz(حافظ جی) Burns Road,4.33445945945946,Restaurants
Karachi Fried House,3.9872611464968153,Restaurants
Karachi Halwa Lea Market,3.933333333333333,Restaurants
Sailors Restaurant,3.955857385398981,Restaurants
Dua Restaurant Clifton,4.069284064665127,Restaurants
JUNGLEE,3.786163522012578,Restaurants
KBC Restaurant (کے بی سی ریسٹورانٹ),4.161290322580645,Restaurants
Kababjees Shaheed-e-Millat Branch,4.050347222222222,Restaurants
Karachi Broast Saddar,3.841121495327103,Restaurants
Chaupal Buffet,3.994708994708995,Restaurants
Karachi Dehli Gola Kabab House,3.85823754789272,Restaurants
Taj Restaurant & Bar B Q,4.202925045703839,Restaurants
Avari Towers Karachi,3.874739039665971,Restaurants
Muhammad Darbar Restaurant,4.060885608856089,Restaurants
New Little China Restaurant,4.164319248826291,Restaurants
United King - Clifton,4.080459770114943,Restaurants
Mehman Khana Restaurant Karachi,3.463815789473684,Restaurants
Dine Inn Restaurant,4.067750677506775,Restaurants
"Mazaidar Haleem & Foods, Burns Road",4.290617848970252,Restaurants
Seafront - BBQ & Grill,3.994100294985251,Restaurants
La Mamma,3.884078212290503,Restaurants
Agha Restaurant,3.9792843691148776,Restaurants
Fujiyama,4.004237288135593,Restaurants
KB's Restaurant,3.6806083650190113,Restaurants
Bam-Bou E Street - 中餐厅,3.786163522012578,Restaurants
Evergreen Cafe,4.161290322580645,Restaurants
Angeethi - Shahbaz DHA,4.050347222222222,Restaurants
Noorebahar Restaurant (old Naubahar Restaurants),3.841121495327103,Restaurants
The Deli,3.994708994708995,Restaurants
Fuchsia Urban Thai,3.85823754789272,Restaurants
Karachi Brasserie,4.202925045703839,Restaurants
Oriental restaurant and Nihari house,3.874739039665971,Restaurants
BULAND - PAK CUISINE,4.060885608856089,Restaurants
The Pakistani (دی پاکستانی),4.164319248826291,Restaurants
Tai Pan,4.080459770114943,Restaurants
Terraza,4.067750677506775,Restaurants
Jason's Steak House,4.290617848970252,Restaurants
Ginsoy - Clifton Branch,3.994100294985251,Restaurants
Shezan Ampis Restaurant,3.884078212290503,Restaurants
Karachi Restaurant,3.9792843691148776,Restaurants
Dera,4.004237288135593,Restaurants
Shimla Hassan Zee Restaurant Karachi,3.6806083650190113,Restaurants
Mandi House,3.786163522012578,Restaurants
Dynasty,4.161290322580645,Restaurants
Resto Karachi,4.050347222222222,Restaurants
Pakistan Restaurant,3.841121495327103,Restaurants
Food Centre,3.85823754789272,Restaurants
Shaikh Abdul Ghaffar Kabab House,4.202925045703839,Restaurants
Ghalib Restaurant Karachi,3.874739039665971,Restaurants
Ginsoy - Shahbaz HQ,4.060885608856089,Restaurants
Nihari Inn,4.164319248826291,Restaurants
Bolan Restaurant,4.080459770114943,Restaurants
Asia Live,3.463815789473684,Restaurants
Rangoli Restaurant,4.067750677506775,Restaurants
Lotus Court,4.290617848970252,Restaurants
Chandni Restaurant,3.994100294985251,Restaurants
Sizzlerz Cafe & Grills,3.884078212290503,Restaurants
Bombay Restaurant,3.6806083650190113,Restaurants
Rajdhani Delights,4.002061855670103,Restaurants
Pompei Italian Restaurant,3.91183294663573,Restaurants
The East End,4.148221343873518,Restaurants
"Cocochan, Boat Basin",4.090579710144928,Restaurants
Kaiser Restaurant,4.053221288515406,Restaurants
Karachi Foods,4.250996015936255,Restaurants
Xander's Clifton,4.008849557522124,Restaurants
Okra Restaurant,3.786163522012578,Restaurants
Alaska Restaurant,4.161290322580645,Restaurants
etcetera | Rooftop Restaurant,4.050347222222222,Restaurants
Kolachi Restaurant,3.85823754789272,Restaurants
Boat Basin,3.841121495327103,Restaurants
Foods Inn,3.874739039665971,Restaurants
Kolachi Restaurant,4.164319248826291,Restaurants
Shanghai Social,4.080459770114943,Restaurants
Ridan House of Mandi,4.067750677506775,Restaurants
Mirchili @ Clifton,3.884078212290503,Restaurants
Nadia Cafe,4.004237288135593,Restaurants
Chullu Kabab Sistani,3.6806083650190113,Restaurants
Bar BQ Tonight Clifton,3.846645367412141,Restaurants
Big Tree House,4.002061855670103,Restaurants
Cocochan - Tipu Sultan,3.91183294663573,Restaurants
LalQila Restaurant Karachi,4.148221343873518,Restaurants
Coconut Grove,4.090579710144928,Restaurants
Cafe Aylanto,4.053221288515406,Restaurants
Rating,4.250996015936255,Restaurants
Bam-Bou Restaurant,3.85823754789272,Restaurants
Kabab-Ji Lebanese Restaurant,4.202925045703839,Restaurants
Côte Rôtie,3.874739039665971,Restaurants
Xander's,4.060885608856089,Restaurants
Ginsoy - SMCHS Branch,4.164319248826291,Restaurants
Cafe Flo,4.080459770114943,Restaurants
Sultan - The Royal Eatery,3.463815789473684,Restaurants
Angeethi - Tipu Sultan Rd,4.290617848970252,Restaurants
Sakura,3.884078212290503,Restaurants
Koel Cafe,3.9792843691148776,Restaurants
The Patio - Contemporary Fusion Restaurant,3.6806083650190113,Restaurants
Quetta Cafe,3.786163522012578,Restaurants
Lahore Restaurant,4.161290322580645,Restaurants
Designer Customize Cakes in Lahore,4.050347222222222,Restaurants
"Indigo Heights Hotel and Suites, Lahore",3.841121495327103,Restaurants
Ajwa Foods,3.994708994708995,Restaurants
Sultan Cooking Centre,3.85823754789272,Restaurants
Arabian Nights,4.202925045703839,Restaurants
Smackin',3.874739039665971,Restaurants
Fameux,4.060885608856089,Restaurants
Lahore Restaurant,4.164319248826291,Restaurants
Lahore biyani,4.080459770114943,Restaurants
Lahore Shawarma And Burger,3.463815789473684,Restaurants
Chachaa Daig Service,4.067750677506775,Restaurants
Lahore Restaurant,4.290617848970252,Restaurants
dd,3.994100294985251,Restaurants
BM Kashmir Restaurant,3.884078212290503,Restaurants
D Steak House,3.9792843691148776,Restaurants
The Cutlery Restaurant Lahore,4.004237288135593,Restaurants
New Islamabad Restaurant,3.6806083650190113,Restaurants
Chai Farosh Cafe,3.846645367412141,Restaurants
Solli's Pizza,4.002061855670103,Restaurants
Spice Of Lahore,3.91183294663573,Restaurants
Pizza M21-Gulberg,4.148221343873518,Restaurants
Domino's Pizza,4.090579710144928,Restaurants
Phulka cuisine,4.053221288515406,Restaurants
Desi Dera Restaurant,4.250996015936255,Restaurants
Khan Burger Family Restaurant & Shanwari,4.008849557522124,Restaurants
Al Rehman Dhaba (restaurant),3.847682119205298,Restaurants
Zingo,3.807926829268293,Restaurants
Fri Chiks,3.4247491638795986,Restaurants
Best Club Sandwich,3.801136363636364,Restaurants
INDIAN FOOD INDIA FOOD,3.9661016949152543,Restaurants
Kim mun,4.306049822064057,Restaurants
Khilji's,3.964,Restaurants
Continental Restaurant,3.95945945945946,Restaurants
ThaiChin Restaurant,4.152173913043479,Restaurants
Mastani Gulberg,3.746268656716418,Restaurants
Dogar Foods & Sajji,3.846774193548387,Restaurants
Zaiqa Restaurant,4.057636887608069,Restaurants
Ibn al Shaam,4.070686070686071,Restaurants
Fortress Lounge,3.891117478510029,Restaurants
NOVU Gulberg,3.5892857142857144,Restaurants
Vape Lounge & Restaurant,3.7507163323782233,Restaurants
restaurant,4.138263665594855,Restaurants
Iceberg Family Resturant,3.8579881656804735,Restaurants
Chai Studio,3.882022471910112,Restaurants
Undercut,4.087866108786611,Restaurants
Antique Cafe,4.224358974358975,Restaurants
New Tikka Corner,3.732323232323232,Restaurants
Qadir Burger,4.261484098939929,Restaurants
BOZO,3.9442379182156135,Restaurants
Just Burgers,3.937956204379562,Restaurants
Go Sushi,3.824074074074074,Restaurants
La Messa,4.163934426229508,Restaurants
PORCELAIN,4.084337349397591,Restaurants
Jin Cheng Restaurant,3.9704433497536944,Restaurants
Heights n Delights A Rooftop Restaurant,3.9565217391304346,Restaurants
Yumto The House of Arabic Mandi,3.950704225352113,Restaurants
Papa-Jee's Fast Food Restaurant,4.040697674418604,Restaurants
Subway M M Alam Rd,3.967032967032967,Restaurants
Quetta Shinwari Family Restaurant,4.193430656934306,Restaurants
The Wok Pakistan,3.827586206896552,Restaurants
Tajine Restaurant,3.9791666666666665,Restaurants
Rizwan Tikka & Karahi,3.7364864864864864,Restaurants
Lahore,4.351851851851852,Restaurants
Lahore,4.261780104712042,Restaurants
Sashas,3.652719665271967,Restaurants
Restaurant for chae & khana,4.210653753026635,Restaurants
Lahore Hot & Spicy,4.070381231671554,Restaurants
Barbecue Restaurants,3.5225225225225225,Restaurants
Muhammad Din Dogar Restaurant DD,3.719298245614035,Restaurants
Deans BBQ Restaurant,3.797909407665505,Restaurants
Arani Cafe,3.868556701030928,Restaurants
Zaiqa Lounge by 12J,3.670833333333333,Restaurants
Dar Marrakesh Restaurant,4.016528925619835,Restaurants
Bamboo Union,3.7875,Restaurants
Gourmet Restaurant Gulberg,4.034334763948498,Restaurants
Sumo,4.33445945945946,Restaurants
Cathay Kitchen Lahore,3.9872611464968153,Restaurants
Cafe Beirut Gulberg,3.933333333333333,Restaurants
Marks Kitchen,3.955857385398981,Restaurants
Live Chinese Restaurant,4.069284064665127,Restaurants
Sumo,4.319672131147541,Restaurants
IHOP Lahore,3.854545454545456,Restaurants
Freddy's Café,3.9,Restaurants
Junoon Restaurant,3.928571428571429,Restaurants
Best Hi Tea and Dinner Buffet in Lahore Lamessa Indigo Restaurant,4.633720930232558,Restaurants
Golden Restaurant,3.7222222222222223,Restaurants
Liu's Kim Mun Chinese Restaurant,3.847926267281106,Restaurants
NOI Stir Fry Kitchen,4.051428571428572,Restaurants
Qissa Khawani Restaurant,3.859090909090909,Restaurants
The Fig Tree,4.008620689655173,Restaurants
Hong Kong Chinese Restaurant,3.5934959349593494,Restaurants
Tofu Chinese & Thai Food,4.169291338582677,Restaurants
The Cube Restaurant,4.393518518518518,Restaurants
The Carnival All Day Buffet,3.940959409594096,Restaurants
Tenerife Café,4.116104868913857,Restaurants
Cafe Aylanto Dha phase 3,3.473684210526316,Restaurants
Dil'ara Restaurant,4.168421052631579,Restaurants
Rina's Kitchenette,3.9558823529411766,Restaurants
Rina's Kitchenette,4.023411371237458,Restaurants
P.F. Chang's,3.9950248756218905,Restaurants
Mei Kong Restaurant,3.862903225806452,Restaurants
Yellow Plate Restaurant Shahjamal Lahore,3.799426934097421,Restaurants
Soul Kitchen & Cafe,4.20655737704918,Restaurants
Ben-T Cafe,4.311284046692607,Restaurants
Chaayé Khana,4.007751937984496,Restaurants
London Courtyard Gulberg,4.14344262295082,Restaurants
W by Wasabi,3.9736263736263737,Restaurants
Fuoco,3.809128630705394,Restaurants
Sweet Affairs,4.030716723549488,Restaurants
Dan Dan,3.986842105263158,Restaurants
ECafe Restaurant,4.0703517587939695,Restaurants
Villa The Grand Buffet,4.029126213592233,Restaurants
Wasabi Express/ Wok & Co Cantt Lahore,4.290617848970252,Restaurants
BABA RESTAURANT,3.786163522012578,Restaurants
Cafe Kashmir - A project by Tandoori,3.786163522012578,Restaurants
Kashmiri Waazwan,4.161290322580645,Restaurants
Kasher Desh Resturant,4.161290322580645,Restaurants
Kasher Desh Hotel and Restaurant,4.050347222222222,Restaurants
Kashmiri Food Villa,3.841121495327103,Restaurants
Mughal-e-Azam Hotel and Restaurant,3.994708994708995,Restaurants
Hasaan Habib Resort,4.202925045703839,Restaurants
New Rahat Cafe,3.874739039665971,Restaurants
WaazWaan Restaurant,4.060885608856089,Restaurants
Kashmi,4.164319248826291,Restaurants
Pak Kashmir Restaurant,4.080459770114943,Restaurants
Kashmir Markee,3.463815789473684,Restaurants
Laal Surkh Baythak,4.067750677506775,Restaurants
New Kashmir Restaurant,4.290617848970252,Restaurants
JAANSTEEL,3.994100294985251,Restaurants
Chopsticks Noodle Bar,3.884078212290503,Restaurants
Double Shot,3.964,Restaurants
New Kashmir Frontier Hotel,3.9792843691148776,Restaurants
Kahakshan Restaurant,4.004237288135593,Restaurants
Kashmir Hotel and restaurant,3.6806083650190113,Restaurants
Mughal Brothers T Stall Ukhral,3.846645367412141,Restaurants
Kashmir Valley Hotel,4.002061855670103,Restaurants
Kashmir Foods,3.91183294663573,Restaurants
Kashmir Restaurant G-9/1,4.148221343873518,Restaurants
Hajveria Kashmir Hotel & Restaurant,4.090579710144928,Restaurants
Hardee's,3.891117478510029,Restaurants
Paisha-var Grill House,4.053221288515406,Restaurants
Kashmir Jannat Nazeer Restaurant,4.250996015936255,Restaurants
Daal Ghar BBQ & Restaurant G15 markaz,4.008849557522124,Restaurants
Gora Mashoor Di Hatti,3.847682119205298,Restaurants
Kashmir Inn Restaurant,3.807926829268293,Restaurants
Moti,3.4247491638795986,Restaurants
MOHD ASFAk,3.801136363636364,Restaurants
ہمدانی فوڈز شاہ بلاول کی مشہور دال,3.9661016949152543,Restaurants
The Pizza Box,4.306049822064057,Restaurants
Mixed plate | Restaurant,3.964,Restaurants
New Kashmir Hotel & Restaurant,3.95945945945946,Restaurants
Shah G Foods,4.152173913043479,Restaurants
Dabari,3.746268656716418,Restaurants
Sairam,3.846774193548387,Restaurants
Kashmir Hotel,4.057636887608069,Restaurants
Mubeen's restaurant,4.070686070686071,Restaurants
The Blue House,4.087866108786611,Restaurants
Kashmir Restaurant,4.224358974358975,Restaurants
Mazhar Hotel and Catering Services,3.732323232323232,Restaurants
Chicken Yakhni Centre چکن یخنی سنٹر,4.261484098939929,Restaurants
Kashmir Wallas,3.9442379182156135,Restaurants
Zahoor Restaurant,3.937956204379562,Restaurants
Pak Kashmir Restaurant,3.824074074074074,Restaurants
Kashmir Hotel & Restaurant,4.163934426229508,Restaurants
Murree Kashmir Restaurant,4.084337349397591,Restaurants
Purana Shinwari Restaurant,3.9704433497536944,Restaurants
Gori bhawan,3.9565217391304346,Restaurants
McDonald’s,3.950704225352113,Restaurants
Lowang badhyal,4.040697674418604,Restaurants
Hamza Shanwari Restaurant,3.967032967032967,Restaurants
Umar makhdoomi resturant,4.193430656934306,Restaurants
Mushtaq Muslim Hotel,3.827586206896552,Restaurants
Jade Dragon,3.9791666666666665,Restaurants
14th Avenue Cafe & Grill,3.7364864864864864,Restaurants
Nafees Bakers & Restaurant,4.351851851851852,Restaurants
"Welcomhotel By ITC Hotels, Pine N Peak, Pahalgam - Premium Resort Overlooking Lidder River And Snow Topped Mountains",4.261780104712042,Restaurants
Kashmir Restaurant,3.652719665271967,Restaurants
Samci Riviera,4.210653753026635,Restaurants
akriti and pihu,4.070381231671554,Restaurants
Kashmir Restaurant.,3.5225225225225225,Restaurants
AV The Taste Of Himalaya,3.719298245614035,Restaurants
Kashmir Watan Hotel & Restaurant,3.797909407665505,Restaurants
Chanderkote,3.868556701030928,Restaurants
Aseel Shinwari Restaurant,3.670833333333333,Restaurants
Muree Kashmir Hotel and Restaurant,4.016528925619835,Restaurants
Mian Jee Restaurant & Hotel,3.7875,Restaurants
Beijing Chinese Restaurant,3.9872611464968153,Restaurants
Linz Cafe Srinagar,3.955857385398981,Restaurants
Sea Shell Restaurant,4.069284064665127,Restaurants
Miasa Cafe,4.319672131147541,Restaurants
The West Bank Cafe & Restaurant - Best Vegetarian and Non - Vegetarian Food / Best Restaurant on the Srinagar - Gulmarg Road,3.854545454545456,Restaurants
Urwa Hotel & Restaurent,3.9,Restaurants
Mustafa Restaurant / kashmiri wazwaan,3.928571428571429,Restaurants
Madni Food corner,4.633720930232558,Restaurants
OK RESTAURANT (KASHMIRI WAZWAN),3.7222222222222223,Restaurants
Kashmir flavours Restaurant Poonch,3.847926267281106,Restaurants
Zaiqa - JKTDC Restaurant,3.859090909090909,Restaurants
Parsas Tangmarg,4.008620689655173,Restaurants
WelcomCafe Lolaab,3.5934959349593494,Restaurants
Nun Kun Restaurant,4.169291338582677,Restaurants
Lazeez Restaurant,4.393518518518518,Restaurants
Desi Taste Restaurant,3.940959409594096,Restaurants
Books & Bricks Cafe,4.116104868913857,Restaurants
Boulevard Avenue Dine In,3.473684210526316,Restaurants
Golden Grill & Karahi House,4.168421052631579,Restaurants
"The Pantry by Polo Lounge, Packages Mall",4.393518518518518,Restaurants
Shamyana Lodge & Restaurant,4.023411371237458,Restaurants
Stream Restaurant,3.9950248756218905,Restaurants
GAI’A Japanese Fusion,4.116104868913857,Restaurants
Kareema Restaurant),3.862903225806452,Restaurants
Ahdoos Restaurant,3.799426934097421,Restaurants
Sultan Basha,3.9558823529411766,Restaurants
"Northwind Cafe, Gulmarg",4.20655737704918,Restaurants
Bistro Boulevard by Pincer Foods - Best Restaurant in Srinagar| Top Restaurant in Srinagar,4.311284046692607,Restaurants
Qawali Lounge,3.799426934097421,Restaurants
Kardesler - The Kashmir Café,4.007751937984496,Restaurants
Dana Pani,4.14344262295082,Restaurants
Eleven Miles The Cafe and Grill,3.9736263736263737,Restaurants
Mughal Darbar,3.809128630705394,Restaurants
Winterfell Café,4.030716723549488,Restaurants
Paradise Royal Chef's,3.986842105263158,Restaurants
The Royal Kasperia,4.0703517587939695,Restaurants
Wah Kabab,4.029126213592233,Restaurants
Sheikhoo Restaurant,4.030716723549488,Restaurants
Krishna Vaishno Bhojnalaya,3.872950819672131,Restaurants
Dogar Restaurant,3.986842105263158,Restaurants
7C’s Cafe N Fine Dine,4.151111111111111,Restaurants
Nadeem Tikka (Gulberg III Branch),4.0703517587939695,Restaurants
Authentic Wazwan,4.051111111111111,Restaurants
THE JEHLIUM VIEW RESTAURANT,4.142857142857143,Restaurants
Ahdoos Hotel,4.010204081632653,Restaurants
KASHMIRI KONGPOSH WAZWAN,4.452961672473868,Restaurants
Pasta la Vista,4.151111111111111,Restaurants
Table Three Restaurant,4.142857142857143,Restaurants
Aladdin Lounge The Theme Restaurant,4.010204081632653,Restaurants
Lahore Chatkhara,4.452961672473868,Restaurants
AFNAN Rooftop Restaurant,3.953020134228188,Restaurants
Sofra Turkish Restaurant,3.858299595141701,Restaurants
The Otus Rooftop,3.852090032154341,Restaurants
Tabaq Restaurant Lahore,4.258426966292135,Restaurants
Manderin Chinese Restaurant (Since 1989),4.143497757847534,Restaurants
The Canvas,3.9234972677595614,Restaurants
Le Meilleur cafe,3.888888888888889,Restaurants
Tree Lounge,3.901960784313725,Restaurants
Memsaab of Lahore,3.698170731707317,Restaurants
Bagh - The Desi Experience,3.935018050541516,Restaurants
KHIVA Restaurant Lahore,4.016348773841962,Restaurants
Lahore Karahi Family Restaurant,4.022332506203474,Restaurants
Hashery Cafe & Grill,4.244604316546763,Restaurants
Options Restaurant,4.295238095238095,Restaurants
The Mughal Court,3.528985507246377,Restaurants
Howdy Rooftop,4.47093023255814,Restaurants
The Pantry by the Polo Lounge,3.8980891719745214,Restaurants
Jugni Restaurant,4.402684563758389,Restaurants
"Pearl Continental Hotel, Lahore",4.309523809523809,Restaurants
Ziafat,4.264150943396227,Restaurants
The Hotpot Restaurant,4.123809523809523,Restaurants
Yum Chinese & Thai,4.017441860465116,Restaurants
Time & Taste Restaurant,4.104651162790698,Restaurants
Asad Meher Restaurant & BBQ,3.935361216730038,Restaurants
Gourmet Family Restaurant,4.32,Restaurants
The Rice Bowl Pakistan,3.817142857142857,Restaurants
Eedon Restaurant,3.955056179775281,Restaurants
Chandni Chowk Buffet Restaurant,4.181818181818182,Restaurants
Rose Palace Restaurant,4.822222222222222,Restaurants
Coco Cubano Gulberg,3.956284153005464,Restaurants
Tuscany Courtyard Lahore,4.010810810810811,Restaurants
Fujiyama Restaurant,4.289655172413793,Restaurants
Salt 'n' Pepper Restaurant,4.230088495575221,Restaurants
Gabbar Family Restaurant,4.385714285714286,Restaurants
The Brasserie,4.087719298245614,Restaurants
Café Zouk,4.295857988165681,Restaurants
Mouthful,3.8488372093023258,Restaurants
Khan Baba Restaurant,4.0,Restaurants
Ambarsariya Restaurant,3.8333333333333335,Restaurants
Urban Kitchen,4.163265306122449,Restaurants
The Kitchen,3.807339449541285,Restaurants
Nisa Sultan Turkish Cuisine,4.162790697674419,Restaurants
Mandarin Kitchen,4.220183486238532,Restaurants
Baranh,3.883720930232558,Restaurants
Veera 5 Thai and Chinese Restaurant DHA,4.52054794520548,Restaurants
BonFire,4.674418604651163,Restaurants
Bundu Khan Restaurant - Fortress Stadium,4.034883720930233,Restaurants
Dock27,4.25,Restaurants
Àmú,3.5,Restaurants
Haveli Restaurant,3.619047619047619,Restaurants
Monal Lahore,4.627118644067797,Restaurants
Andaaz Restaurant,4.333333333333333,Restaurants
Spice Bazaar,3.943820224719101,Restaurants
El Momento Lahore,4.0,Restaurants
LalQila Restaurant Lahore,4.078740157480315,Restaurants
Paola's Cosa Nostra,3.903614457831325,Restaurants
Fuchsia Kitchen,4.301204819277109,Restaurants
MASALAWALA BY QASAR-E-NOOR,4.064814814814815,Restaurants
Chit Chaat / Your Local Restaurant,4.197674418604652,Restaurants
Café Aylanto,3.943396226415094,Restaurants
Cooco's Den,4.209302325581396,Restaurants
Sarhad Restaurant,3.843478260869565,Restaurants
Lahori Barbecue Rooftop,3.6666666666666665,Restaurants
Spice Bazaar,3.9431818181818175,Restaurants
Salt'n Pepper Village Lahore,4.156626506024097,Restaurants
The Skye Restaurant,3.951807228915664,Restaurants
Bistro 201,4.381578947368421,Restaurants
Dera Restaurant,4.024096385542169,Restaurants
Bon Vivant Palais,4.313432835820896,Restaurants
Zahchas,3.786163522012578,Restaurants
Honeymoon Tour Skardu,4.161290322580645,Restaurants
Hill side Guest House chunda,4.050347222222222,Restaurants
New Indus River hotel and tour operator,3.841121495327103,Restaurants
Skardu buhtto bazar,3.994708994708995,Restaurants
aminashakir,3.85823754789272,Restaurants
New Royal Hottle,4.202925045703839,Restaurants
Pakhtunkhwa Hotel & Swat Restaurant 🏨,3.874739039665971,Restaurants
RI Cafe,4.060885608856089,Restaurants
Broadway Pizza & Fast Food,4.164319248826291,Restaurants
Guest house,4.080459770114943,Restaurants
Musa Ali poultry dealer,3.463815789473684,Restaurants
Sarfaranga Cold Desert Shigar,4.067750677506775,Restaurants
Hussaini Chowk,4.290617848970252,Restaurants
Darbar hotel skd,3.994100294985251,Restaurants
Katpana Hotel & Resturant,3.884078212290503,Restaurants
ROYAL REFRESHMENTS CENTRE,3.9792843691148776,Restaurants
Haji fida villas bresil,4.004237288135593,Restaurants
Munto Pulao Skardu,3.6806083650190113,Restaurants
Musa Ali And Brother Polutary Shop,3.846645367412141,Restaurants
Chai Pani,4.002061855670103,Restaurants
Abeers Food,3.91183294663573,Restaurants
Shinwari Baltistan,4.148221343873518,Restaurants
Sangam Polao Center,4.090579710144928,Restaurants
River Front Resort,4.053221288515406,Restaurants
MKC,4.250996015936255,Restaurants
Al Kausar Hotel & Restaurant,4.008849557522124,Restaurants
Frosty Bites,3.847682119205298,Restaurants
Galaxy View Resort,3.807926829268293,Restaurants
Ghamostur yousaf home,3.4247491638795986,Restaurants
Mama Fast Food,3.801136363636364,Restaurants
Hotel Dewan-e-Khas,3.9661016949152543,Restaurants
SSP house Skardu,4.306049822064057,Restaurants
Friends chicken foods & poultry Dealer,3.964,Restaurants
V Travel & Tours Skardu,3.95945945945946,Restaurants
MK Gelato and Restaurant,4.152173913043479,Restaurants
Shahi biryani,3.746268656716418,Restaurants
Shama Hotal,3.846774193548387,Restaurants
Rozi Biryani,4.057636887608069,Restaurants
Deliso,4.070686070686071,Restaurants
Mubarak Hotel & Guest House,3.891117478510029,Restaurants
Saspolo Fried Chicken,3.5892857142857144,Restaurants
Shabz Deli,3.7507163323782233,Restaurants
Gharfoori Palace Hotels and restaurant,4.138263665594855,Restaurants
Desi Spot,3.8579881656804735,Restaurants
Galaxy View Resort & Camping Site,3.882022471910112,Restaurants
Khan House Residensy and Resort,4.087866108786611,Restaurants
Rahat Pizza Skardu,4.224358974358975,Restaurants
Baltistan Royal Cafe,3.732323232323232,Restaurants
Cool Hill restaurant Skardu,4.261484098939929,Restaurants
CFC (Clifton Food Corner),3.9442379182156135,Restaurants
Raah,3.937956204379562,Restaurants
Pagoda Restaurant,3.824074074074074,Restaurants
GBR Guest House & Camping Centres,4.163934426229508,Restaurants
Nangsoq Organic Restaurant,4.084337349397591,Restaurants
Punjab karachi Resturent skardu,3.9704433497536944,Restaurants
KFC Fast Food centre & Restaurant,3.9565217391304346,Restaurants
Sganghai Midway Hotel,3.950704225352113,Restaurants
Clifton Spachan Hotel,4.040697674418604,Restaurants
MFC (Masha'Allah Food Corner) Branch-II,3.967032967032967,Restaurants
Gangs Sengey Guest house & Restaurant,4.193430656934306,Restaurants
The North Face Inn hotel skardu,3.827586206896552,Restaurants
Buffalo By Spice Company,3.9791666666666665,Restaurants
